"","hpi_category","status","experiment","culturepoint","total","donor","hpi","powerful","plaus","ultraplaus","low","medpower","medlogpower","medfreq","medofplaus","medofultraplaus","powerbeatin"
"155","48","mock","cilia",6,655360,4,48,0.567247009277344,0.778141784667969,0.754412841796875,0.018475341796875,0.00024103420582825,-3.61792132112593,6,5.25,5.5,0.532785034179687
"156","48","mock","cilia",7,589824,2,48,0.569980197482639,0.884150187174479,0.835033840603299,0.0480228000217014,0.00029363727662705,-3.53218881250054,8,7.75,8,0.561126708984375
"157","48","mock","longcilia2",1,2162688,3,48,0.913164080995502,0.970263394442472,0.76957841352983,0.19877578272964,0.0013912566937506,-2.85659273313524,7.33333333333333,7.33333333333333,7.66666666666667,0.904309821851326
"158","48","mock","longcilia2",4,2293760,5,48,0.937642996651786,0.978086635044643,0.768845040457589,0.206841169084821,0.00168920541182155,-2.77231753586638,7,7,7.33333333333333,0.930416434151786
"159","48","mock","longcilia2",5,2359296,5,48,0.85256110297309,0.94015630086263,0.804567125108507,0.134788937038845,0.00152722524944685,-2.81609690441275,10,9.66666666666667,10,0.832870907253689
"160","48","mock","longcilia2",8,2228224,7,48,0.850654153262868,0.942815892836627,0.7183276905733,0.222330429974724,0.00135875825071705,-2.8668578057539,9.33333333333333,9,10,0.830629685345818
"161","48","mock","longcilia2",9,2293760,7,48,0.72133047921317,0.95543954031808,0.89763924734933,0.0560716901506696,0.0004344672634033,-3.36204294156056,5.66666666666667,5.33333333333333,5.66666666666667,0.717440795898437
"162","48","mock","longcilias",1,1376256,4,48,0.595501127697173,0.82537841796875,0.440093267531622,0.380902244931176,0.00027035885432265,-3.56805940259852,6.33333333333333,4.33333333333333,7.66666666666667,0.576834542410714
"163","48","mock","longcilias",2,1441792,4,48,0.317329406738281,0.608440745960582,0.515029907226562,0.0883060802112926,0.0001411581324646,-3.850294096031,9,6,6.33333333333333,0.278974359685724
"164","48","mock","longcilias",7,1179648,7,48,0.829724629720052,0.928661770290799,0.674434238009983,0.251714070638021,0.0006768594903405,-3.16950147740585,10.6666666666667,10.3333333333333,11,0.803850809733073
"165","48","mock","longcilias",8,1179648,7,48,0.883601718478733,0.947392781575521,0.603563096788194,0.339260525173611,0.00082399477832945,-3.08407554042709,10.3333333333333,10.3333333333333,11,0.861467997233073
"166","48","mock","longcilias",9,1048576,8,48,0.676756858825684,0.856427192687988,0.517963409423828,0.336019515991211,0.0004036753234686,-3.39396779804816,7.66666666666667,6.66666666666667,8.66666666666667,0.661114692687988
"167","48","mock","longcilias",10,1179648,8,48,0.651017083062066,0.838757832845052,0.58744388156467,0.249484592013889,0.00035433184530115,-3.45058981403134,8,7.33333333333333,8.33333333333333,0.633611891004774
"168","48","mock","ruxcilia",7,720896,3,48,0.383329911665483,0.88752607865767,0.654740767045455,0.229332663796165,0.0001196426528622,-3.92211396582945,6.33333333333333,6,6.66666666666667,0.379106001420455
"169","48","near","cilia",4,448178,3,48,0.765026395762398,0.915343903538326,0.761965112076005,0.152127056660523,0.00050899718189605,-3.29328462218353,6.75,6.25,7,0.737695736961654
"170","48","near","cilia",5,354327,4,48,0.219305895401705,0.521326345437971,0.492807491385077,0.0241246080597866,8.96571218618192e-05,-4.04741520679961,12.75,5.25,5.25,0.201909535542028
"171","48","near","cilia",8,183272,2,48,0.560734864027238,0.825292461478022,0.803101401196036,0.0210943297394037,0.0002460147225065,-3.60903890232698,7.5,7,7,0.546908420271509
"172","48","near","longcilia2",2,1386079,3,48,0.855839385778156,0.941514877579128,0.841146861037502,0.0995433882195748,0.0015864508459344,-2.79957337939096,7.33333333333333,7.33333333333333,7.66666666666667,0.845008112813195
"173","48","near","longcilia2",3,55631,5,48,0.0263522136938038,0.251604321331632,0.212633244054574,0.0363466412611673,6.33868839940988e-05,-4.19800059698067,35.3333333333333,6.66666666666667,7.66666666666667,0.00735201596232317
"174","48","near","longcilia2",7,2657832,7,48,0.705507722083262,0.91547208401434,0.848529177163944,0.0662792080161575,0.00053891233983445,-3.26848187196041,9.33333333333333,9,9.33333333333333,0.690283659764801
"175","48","near","longcilia2",10,1665971,7,48,0.704052471501605,0.929262274073198,0.733583597793719,0.194671455865678,0.0006278134533204,-3.2021693821049,6.66666666666667,6.66666666666667,7,0.698806281741999
"176","48","near","longcilias",3,1909551,4,48,0.677051830508847,0.842121524902975,0.708608463455545,0.131075839294159,0.0004054442979395,-3.39206880300444,8,7.33333333333333,7.66666666666667,0.657047651515985
"177","48","near","longcilias",4,619005,4,48,0.192794888571175,0.490487152769364,0.426952932528816,0.0579446046477815,0.0001003824290819,-3.99834229934831,15.6666666666667,5.66666666666667,6.33333333333333,0.158633613621861
"178","48","near","longcilias",5,768754,7,48,0.541759782713326,0.713833033714296,0.563579506578177,0.145594039185487,0.0002526878670323,-3.59741561050693,11.3333333333333,10.6666666666667,11,0.514840898388821
"179","48","near","longcilias",6,319421,7,48,0.971241715478945,0.953813305950454,0.823662188772811,0.129255747117441,0.0014579225098714,-2.83626555861722,11.3333333333333,11.3333333333333,11.6666666666667,0.935727456867269
"180","48","near","longcilias",11,881555,8,48,0.652714805088735,0.775510319832569,0.459280475977109,0.314284417875232,0.0004258969856891,-3.37069543366005,9,7,9.33333333333333,0.631942419928422
"181","48","near","longcilias",12,1594720,8,48,0.670065591451791,0.810197401424702,0.71176193940002,0.0968144878097723,0.0004049837152706,-3.39256243977409,10.3333333333333,9.66666666666667,10,0.641009079963881
"182","48","near","ruxcilia",5,1150381,3,48,0.464263578762167,0.889944288022838,0.829031425240855,0.0593499023367041,0.0001661072019487,-3.77961153733324,6.66666666666667,6.33333333333333,6.33333333333333,0.460610875875036
"183","48","near","ruxcilia",6,1377458,3,48,0.296856964059884,0.815526135824105,0.688473260164738,0.123934813257464,4.79554328194354e-05,-4.31916218495132,7,6.33333333333333,6.66666666666667,0.293579187169409
"184","72","distant","cilia",4,131072,3,72,0.581199645996094,0.862030029296875,0.722679138183594,0.138343811035156,0.00026922089455175,-3.56989123706653,7,6.75,7,0.575279235839844
"185","72","distant","cilia",5,655360,4,72,0.554147338867187,0.775494384765625,0.756971740722656,0.0156723022460937,0.00025358134007545,-3.59588270743203,6.25,5.75,6,0.539468383789062
"186","72","distant","cilia",8,524288,2,72,0.59758186340332,0.860809326171875,0.846572875976562,0.0131549835205078,0.0003022709715878,-3.5196035580308,7.5,7,7,0.587535858154297
"187","72","distant","longcilia2",2,655360,3,72,0.967381286621094,0.979286193847656,0.719248962402344,0.259390258789063,0.0016989322029985,-2.7698239515908,7.66666666666667,7.66666666666667,8,0.952532958984375
"188","72","distant","longcilia2",3,2162688,5,72,0.84226064970999,0.93572119510535,0.780359903971354,0.15355751731179,0.00126273470232255,-2.89868788413999,7.33333333333333,7,7.66666666666667,0.830816095525568
"189","72","distant","longcilia2",6,2424832,5,72,0.805982022672086,0.946345973659206,0.741742108319257,0.20365369642103,0.00115712994011115,-2.93661786913421,9.66666666666667,9.33333333333333,10,0.790284852723818
"190","72","distant","longcilia2",7,1310720,7,72,0.743195343017578,0.930245971679687,0.841036224365234,0.0880805969238281,0.0005497495585586,-3.25983511070338,9.33333333333333,9,9.33333333333333,0.729402160644531
"191","72","distant","longcilia2",10,1441792,7,72,0.75811073996804,0.967337174849077,0.869725314053622,0.0963849154385653,0.0005003286642022,-3.3007446153496,6.33333333333333,6.33333333333333,6.33333333333333,0.754944541237571
"192","72","distant","longcilias",3,458752,4,72,0.172908238002232,0.325432913643973,0.270952497209821,0.0496586390904018,9.92282693914603e-05,-4.00336458296995,27.6666666666667,5.66666666666667,6.33333333333333,0.0798688616071429
"193","72","distant","longcilias",4,2424832,4,72,0.412959743190456,0.633252942884291,0.548612027554899,0.0806538349873311,0.0001619171671336,-3.79070710309257,8.66666666666667,6.33333333333333,6.66666666666667,0.362367372255068
"194","72","distant","longcilias",5,1900544,7,72,0.901898088126347,0.908627214102909,0.776693409886853,0.130500530374461,0.0011814239551313,-2.92759422742114,11.6666666666667,11.3333333333333,11.6666666666667,0.856939907731681
"195","72","distant","longcilias",6,2228224,7,72,0.821347404928768,0.864184660070083,0.753121319939108,0.109975478228401,0.00122566922800615,-2.91162671728399,11.3333333333333,11.3333333333333,11.3333333333333,0.769910475786994
"196","72","distant","longcilias",11,1638400,8,72,0.785162353515625,0.860369262695313,0.697946166992187,0.161293334960938,0.00095851733931335,-3.01840002644795,8.66666666666667,8.33333333333333,9,0.755140991210937
"197","72","distant","longcilias",12,196608,8,72,0.0417429606119792,0.27490234375,0.244578043619792,0.0246378580729167,6.64848776068538e-05,-4.17727712640762,30.3333333333333,8,8.33333333333333,0.0216166178385417
"198","72","distant","multicilia",1,196608,8,72,0.667465209960938,0.897918701171875,0.0382639567057292,0.856358846028646,0.0003896261187037,-3.40935193775828,0.333333333333333,0.333333333333333,7,0.655985514322917
"199","72","distant","multicilia",2,1900544,8,72,0.50518798828125,0.827164748619343,0.652198528421336,0.171232026198815,0.00020335274894015,-3.69174995238919,10,9.33333333333333,10,0.486053992962015
"200","72","distant","multicilia",6,917504,7,72,0.649419512067522,0.830835614885603,0.813279288155692,0.0162571498325893,0.00029633854865095,-3.52821185045232,7,7,7,0.614444187709263
"201","72","distant","ruxcilia",5,65536,3,72,0.654190063476562,0.91937255859375,0.908355712890625,0.008087158203125,0.00032029145222615,-3.49445465157161,5.66666666666667,5.33333333333333,5.33333333333333,0.648300170898438
"202","72","distant","ruxcilia",6,65536,3,72,0.0306396484375,0.55438232421875,0.532958984375,0.01873779296875,4.75983642900247e-06,-5.32240797150925,9.66666666666667,5.33333333333333,5.33333333333333,0.028900146484375
"203","72","infected","cilia",4,66145,3,72,0.635482651749943,0.877541764305692,0.791836117620379,0.0839368055030615,0.000346282380633,-3.46056960544312,6.75,6.25,6.5,0.61743140071056
"204","72","infected","cilia",5,34303,4,72,0.226335888989301,0.480366148733347,0.448852870011369,0.0290645133078739,8.60768559505232e-05,-4.0651136044597,16.75,6.5,6.75,0.195930385097513
"205","72","infected","cilia",8,69079,2,72,0.737199438324238,0.864604293634824,0.852400874361239,0.0113203723273354,0.0006332091870717,-3.19845279269534,8.5,8.25,8.25,0.718148786172353
"206","72","infected","longcilia2",2,91565,3,72,0.22140555889259,0.516398187080216,0.466586577840878,0.0467318298476492,4.9523550842423e-05,-4.30518822392363,12.6666666666667,6.66666666666667,7.33333333333333,0.214885600393163
